demand_growth_curve_id,label,description,2025,2030,2035,2040,2045,2050,provenance_note
flat_2025__account_energy_system_fugitive_emissions,Flat from 2025 — account_energy_system_fugitive_emissions,Keeps residual role account_energy_system_fugitive_emissions. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
flat_2025__treat_and_dispose_solid_waste,Flat from 2025 — treat_and_dispose_solid_waste,Keeps residual role treat_and_dispose_solid_waste. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
flat_2025__provide_water_and_wastewater_services,Flat from 2025 — provide_water_and_wastewater_services,Keeps residual role provide_water_and_wastewater_services. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_central__make_cement_equivalent,Simple role growth - central — make_cement_equivalent,Default built-in growth preset by role or service for fast exploration. Values are modest and intentionally generic. Applies to make_cement_equivalent.,1,1.01509027,1.030408257,1.045957396,1.061741176,1.077763138,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_central__serve_commercial_building_occupants,Simple role growth - central — serve_commercial_building_occupants,Default built-in growth preset by role or service for fast exploration. Values are modest and intentionally generic. Applies to serve_commercial_building_occupants.,1,1.045817323,1.093733873,1.143845831,1.196253785,1.25106293,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_central__account_remaining_commercial_building_services,simple role growth central — account_remaining_commercial_building_services,Applies simple proxy growth to residual role account_remaining_commercial_building_services. Proxy: serve_commercial_building_occupants.,1,1.045817323,1.093733873,1.143845831,1.196253785,1.25106293,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_central__construct_buildings_and_infrastructure,simple role growth central — construct_buildings_and_infrastructure,Applies simple proxy growth to residual role construct_buildings_and_infrastructure. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_central__grow_crops_and_horticulture_output,Simple role growth - central — grow_crops_and_horticulture_output,Default built-in growth preset by role or service for fast exploration. Values are modest and intentionally generic. Applies to grow_crops_and_horticulture_output.,1,1.01509027,1.030408257,1.045957396,1.061741176,1.077763138,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_central__make_crude_steel,Simple role growth - central — make_crude_steel,Default built-in growth preset by role or service for fast exploration. Values are modest and intentionally generic. Applies to make_crude_steel.,1,1.020160641,1.040727734,1.061709473,1.083114216,1.104950494,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_central__account_grid_losses_and_own_use,simple role growth central — account_grid_losses_and_own_use,Applies simple proxy growth to residual role account_grid_losses_and_own_use. Proxy: supply_grid_electricity system demand proxy.,1,1.01004008,1.020180963,1.030423662,1.040769198,1.051218604,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_central__move_freight_by_road,Simple role growth - central — move_freight_by_road,Default built-in growth preset by role or service for fast exploration. Values are modest and intentionally generic. Applies to move_freight_by_road.,1,1.061457384,1.126691778,1.195935307,1.269434362,1.347450477,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_central__raise_livestock_output,Simple role growth - central — raise_livestock_output,Default built-in growth preset by role or service for fast exploration. Values are modest and intentionally generic. Applies to raise_livestock_output.,1,1.01004008,1.020180963,1.030423662,1.040769198,1.051218604,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_central__account_residual_mining_energy,simple role growth central — account_residual_mining_energy,Applies simple proxy growth to residual role account_residual_mining_energy. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_central__operate_remaining_domestic_activity,simple role growth central — operate_remaining_domestic_activity,Applies simple proxy growth to residual role operate_remaining_domestic_activity. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_central__move_passengers_by_road,Simple role growth - central — move_passengers_by_road,Default built-in growth preset by role or service for fast exploration. Values are modest and intentionally generic. Applies to move_passengers_by_road.,1,1.040645141,1.082942308,1.126958651,1.172764043,1.220431203,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_central__serve_residential_building_occupants,Simple role growth - central — serve_residential_building_occupants,Default built-in growth preset by role or service for fast exploration. Values are modest and intentionally generic. Applies to serve_residential_building_occupants.,1,1.030362166,1.061646194,1.093880073,1.127092642,1.161313616,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_central__account_remaining_residential_building_services,simple role growth central — account_remaining_residential_building_services,Applies simple proxy growth to residual role account_remaining_residential_building_services. Proxy: serve_residential_building_occupants.,1,1.030362166,1.061646194,1.093880073,1.127092642,1.161313616,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_central__account_energy_system_fugitive_emissions,simple role growth central — account_energy_system_fugitive_emissions,Applies simple proxy growth to residual role account_energy_system_fugitive_emissions. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_central__treat_and_dispose_solid_waste,simple role growth central — treat_and_dispose_solid_waste,Applies simple proxy growth to residual role treat_and_dispose_solid_waste. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_central__provide_water_and_wastewater_services,simple role growth central — provide_water_and_wastewater_services,Applies simple proxy growth to residual role provide_water_and_wastewater_services. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_high__make_cement_equivalent,Simple role growth - high — make_cement_equivalent,A stronger demand-growth preset for sensitivity testing. Applies to make_cement_equivalent.,1,1.035493442,1.072246668,1.110304393,1.149712918,1.190520187,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_high__serve_commercial_building_occupants,Simple role growth - high — serve_commercial_building_occupants,A stronger demand-growth preset for sensitivity testing. Applies to serve_commercial_building_occupants.,1,1.071987633,1.149157484,1.231882611,1.320562924,1.415627123,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_high__account_remaining_commercial_building_services,simple role growth high — account_remaining_commercial_building_services,Applies simple proxy growth to residual role account_remaining_commercial_building_services. Proxy: serve_commercial_building_occupants.,1,1.071987633,1.149157484,1.231882611,1.320562924,1.415627123,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_high__construct_buildings_and_infrastructure,simple role growth high — construct_buildings_and_infrastructure,Applies simple proxy growth to residual role construct_buildings_and_infrastructure. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_high__grow_crops_and_horticulture_output,Simple role growth - high — grow_crops_and_horticulture_output,A stronger demand-growth preset for sensitivity testing. Applies to grow_crops_and_horticulture_output.,1,1.030362166,1.061646194,1.093880073,1.127092642,1.161313616,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_high__make_crude_steel,Simple role growth - high — make_crude_steel,A stronger demand-growth preset for sensitivity testing. Applies to make_crude_steel.,1,1.040645141,1.082942308,1.126958651,1.172764043,1.220431203,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_high__account_grid_losses_and_own_use,simple role growth high — account_grid_losses_and_own_use,Applies simple proxy growth to residual role account_grid_losses_and_own_use. Proxy: supply_grid_electricity system demand proxy.,1,1.025251253,1.051140132,1.077682738,1.104895577,1.132795575,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_high__move_freight_by_road,Simple role growth - high — move_freight_by_road,A stronger demand-growth preset for sensitivity testing. Applies to move_freight_by_road.,1,1.087939549,1.183612462,1.287698808,1.400938461,1.524136357,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_high__raise_livestock_output,Simple role growth - high — raise_livestock_output,A stronger demand-growth preset for sensitivity testing. Applies to raise_livestock_output.,1,1.025251253,1.051140132,1.077682738,1.104895577,1.132795575,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_high__account_residual_mining_energy,simple role growth high — account_residual_mining_energy,Applies simple proxy growth to residual role account_residual_mining_energy. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_high__operate_remaining_domestic_activity,simple role growth high — operate_remaining_domestic_activity,Applies simple proxy growth to residual role operate_remaining_domestic_activity. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_high__move_passengers_by_road,Simple role growth - high — move_passengers_by_road,A stronger demand-growth preset for sensitivity testing. Applies to move_passengers_by_road.,1,1.061457384,1.126691778,1.195935307,1.269434362,1.347450477,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_high__serve_residential_building_occupants,Simple role growth - high — serve_residential_building_occupants,A stronger demand-growth preset for sensitivity testing. Applies to serve_residential_building_occupants.,1,1.05101005,1.104622125,1.160968955,1.22019004,1.282431995,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_high__account_remaining_residential_building_services,simple role growth high — account_remaining_residential_building_services,Applies simple proxy growth to residual role account_remaining_residential_building_services. Proxy: serve_residential_building_occupants.,1,1.05101005,1.104622125,1.160968955,1.22019004,1.282431995,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_high__account_energy_system_fugitive_emissions,simple role growth high — account_energy_system_fugitive_emissions,Applies simple proxy growth to residual role account_energy_system_fugitive_emissions. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_high__treat_and_dispose_solid_waste,simple role growth high — treat_and_dispose_solid_waste,Applies simple proxy growth to residual role treat_and_dispose_solid_waste. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_high__provide_water_and_wastewater_services,simple role growth high — provide_water_and_wastewater_services,Applies simple proxy growth to residual role provide_water_and_wastewater_services. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_low__make_cement_equivalent,Simple role growth - low — make_cement_equivalent,A conservative growth preset for quick configuration setup. Applies to make_cement_equivalent.,1,1,1,1,1,1,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_low__serve_commercial_building_occupants,Simple role growth - low — serve_commercial_building_occupants,A conservative growth preset for quick configuration setup. Applies to serve_commercial_building_occupants.,1,1.020160641,1.040727734,1.061709473,1.083114216,1.104950494,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_low__account_remaining_commercial_building_services,simple role growth low — account_remaining_commercial_building_services,Applies simple proxy growth to residual role account_remaining_commercial_building_services. Proxy: serve_commercial_building_occupants.,1,1.020160641,1.040727734,1.061709473,1.083114216,1.104950494,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_low__construct_buildings_and_infrastructure,simple role growth low — construct_buildings_and_infrastructure,Applies simple proxy growth to residual role construct_buildings_and_infrastructure. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_low__grow_crops_and_horticulture_output,Simple role growth - low — grow_crops_and_horticulture_output,A conservative growth preset for quick configuration setup. Applies to grow_crops_and_horticulture_output.,1,1.00501001,1.01004512,1.015105456,1.020191145,1.025302313,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_low__make_crude_steel,Simple role growth - low — make_crude_steel,A conservative growth preset for quick configuration setup. Applies to make_crude_steel.,1,1,1,1,1,1,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_low__account_grid_losses_and_own_use,simple role growth low — account_grid_losses_and_own_use,Applies simple proxy growth to residual role account_grid_losses_and_own_use. Proxy: supply_grid_electricity system demand proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_low__move_freight_by_road,Simple role growth - low — move_freight_by_road,A conservative growth preset for quick configuration setup. Applies to move_freight_by_road.,1,1.035493442,1.072246668,1.110304393,1.149712918,1.190520187,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_low__raise_livestock_output,Simple role growth - low — raise_livestock_output,A conservative growth preset for quick configuration setup. Applies to raise_livestock_output.,1,1,1,1,1,1,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_low__account_residual_mining_energy,simple role growth low — account_residual_mining_energy,Applies simple proxy growth to residual role account_residual_mining_energy. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_low__operate_remaining_domestic_activity,simple role growth low — operate_remaining_domestic_activity,Applies simple proxy growth to residual role operate_remaining_domestic_activity. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_low__move_passengers_by_road,Simple role growth - low — move_passengers_by_road,A conservative growth preset for quick configuration setup. Applies to move_passengers_by_road.,1,1.01509027,1.030408257,1.045957396,1.061741176,1.077763138,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_low__serve_residential_building_occupants,Simple role growth - low — serve_residential_building_occupants,A conservative growth preset for quick configuration setup. Applies to serve_residential_building_occupants.,1,1.01004008,1.020180963,1.030423662,1.040769198,1.051218604,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_low__account_remaining_residential_building_services,simple role growth low — account_remaining_residential_building_services,Applies simple proxy growth to residual role account_remaining_residential_building_services. Proxy: serve_residential_building_occupants.,1,1.01004008,1.020180963,1.030423662,1.040769198,1.051218604,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
flat_2025__account_soil_fertiliser_residue_emissions,Flat from 2025 - account_soil_fertiliser_residue_emissions,Keeps residual role account_soil_fertiliser_residue_emissions at its 2025 anchor across milestone years.,1,1,1,1,1,1,Biological emissions and land-stock split proxy. Confidence: low; replace with sector evidence when explicit modules are authored.
simple_role_growth_central__account_soil_fertiliser_residue_emissions,simple role growth central - account_soil_fertiliser_residue_emissions,"Applies simple proxy growth to residual role account_soil_fertiliser_residue_emissions. Proxy: raise_livestock_output, grow_crops_and_horticulture_output.",1,1.012565175,1.02529461,1.038190529,1.051255187,1.064490871,Biological emissions and land-stock split proxy. Confidence: low; replace with sector evidence when explicit modules are authored.
simple_role_growth_high__account_soil_fertiliser_residue_emissions,simple role growth high - account_soil_fertiliser_residue_emissions,"Applies simple proxy growth to residual role account_soil_fertiliser_residue_emissions. Proxy: raise_livestock_output, grow_crops_and_horticulture_output.",1,1.02780671,1.056393163,1.085781406,1.115994109,1.147054595,Biological emissions and land-stock split proxy. Confidence: low; replace with sector evidence when explicit modules are authored.
simple_role_growth_low__account_soil_fertiliser_residue_emissions,simple role growth low - account_soil_fertiliser_residue_emissions,"Applies simple proxy growth to residual role account_soil_fertiliser_residue_emissions. Proxy: raise_livestock_output, grow_crops_and_horticulture_output.",1,1.002505005,1.00502256,1.007552728,1.010095573,1.012651157,Biological emissions and land-stock split proxy. Confidence: low; replace with sector evidence when explicit modules are authored.
simple_role_growth_low__account_energy_system_fugitive_emissions,simple role growth low — account_energy_system_fugitive_emissions,Applies simple proxy growth to residual role account_energy_system_fugitive_emissions. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
flat_2025__make_chemical_products,Flat from 2025 - make_chemical_products,Keeps residual role make_chemical_products at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Residual-stub split proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_central__make_chemical_products,simple role growth central - make_chemical_products,"Applies simple proxy growth to residual role make_chemical_products. Proxy: make_crude_steel, make_cement_equivalent.",1,1.021182812,1.042828798,1.064948364,1.087552152,1.110651055,Residual-stub split proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_high__make_chemical_products,simple role growth high - make_chemical_products,"Applies simple proxy growth to residual role make_chemical_products. Proxy: make_crude_steel, make_cement_equivalent.",1,1.041683674,1.085119806,1.130382671,1.177549715,1.226701691,Residual-stub split proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_low__make_chemical_products,simple role growth low - make_chemical_products,"Applies simple proxy growth to residual role make_chemical_products. Proxy: make_crude_steel, make_cement_equivalent.",1,1.002004004,1.004018048,1.006042182,1.008076458,1.010120925,Residual-stub split proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
flat_2025__make_other_material_products,Flat from 2025 - make_other_material_products,Keeps residual role make_other_material_products at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Residual-stub split proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_central__make_other_material_products,simple role growth central - make_other_material_products,"Applies simple proxy growth to residual role make_other_material_products. Proxy: make_crude_steel, make_cement_equivalent.",1,1.021182812,1.042828798,1.064948364,1.087552152,1.110651055,Residual-stub split proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_high__make_other_material_products,simple role growth high - make_other_material_products,"Applies simple proxy growth to residual role make_other_material_products. Proxy: make_crude_steel, make_cement_equivalent.",1,1.041683674,1.085119806,1.130382671,1.177549715,1.226701691,Residual-stub split proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_low__make_other_material_products,simple role growth low - make_other_material_products,"Applies simple proxy growth to residual role make_other_material_products. Proxy: make_crude_steel, make_cement_equivalent.",1,1.002004004,1.004018048,1.006042182,1.008076458,1.010120925,Residual-stub split proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
flat__account_land_carbon_stock_change,Flat from 2025 - account_land_carbon_stock_change,Keeps residual role account_land_carbon_stock_change at its 2025 anchor across milestone years.,1,1,1,1,1,1,Biological emissions and land-stock split proxy. Confidence: low; replace with sector evidence when explicit modules are authored.
simple_role_growth_low__treat_and_dispose_solid_waste,simple role growth low — treat_and_dispose_solid_waste,Applies simple proxy growth to residual role treat_and_dispose_solid_waste. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
simple_role_growth_low__provide_water_and_wastewater_services,simple role growth low — provide_water_and_wastewater_services,Applies simple proxy growth to residual role provide_water_and_wastewater_services. Proxy: flat 2025 residual proxy.,1,1,1,1,1,1,Residual-stub migration proxy. Confidence: low; replace with sector evidence when explicit roles are authored.
flat_2025__make_non_h2_dri_crude_steel,Flat from 2025 — make_non_h2_dri_crude_steel,Keeps each service demand at its 2025 anchor across all milestone years. Applies to make_non_h2_dri_crude_steel.,1,1,1,1,1,1,Copied from the crude-steel role growth presets for the decomposition pilot; replace when child-role evidence is authored.
simple_role_growth_central__make_non_h2_dri_crude_steel,Simple role growth - central — make_non_h2_dri_crude_steel,Default built-in growth preset by role or service for fast exploration. Values are modest and intentionally generic. Applies to make_non_h2_dri_crude_steel.,1,1.020160641,1.040727734,1.061709473,1.083114216,1.104950494,Copied from the crude-steel role growth presets for the decomposition pilot; replace when child-role evidence is authored.
simple_role_growth_high__make_non_h2_dri_crude_steel,Simple role growth - high — make_non_h2_dri_crude_steel,A stronger demand-growth preset for sensitivity testing. Applies to make_non_h2_dri_crude_steel.,1,1.040645141,1.082942308,1.126958651,1.172764043,1.220431203,Copied from the crude-steel role growth presets for the decomposition pilot; replace when child-role evidence is authored.
simple_role_growth_low__make_non_h2_dri_crude_steel,Simple role growth - low — make_non_h2_dri_crude_steel,A conservative growth preset for quick configuration setup. Applies to make_non_h2_dri_crude_steel.,1,1,1,1,1,1,Copied from the crude-steel role growth presets for the decomposition pilot; replace when child-role evidence is authored.
flat_2025__make_direct_reduced_iron,Flat from 2025 — make_direct_reduced_iron,Keeps each service demand at its 2025 anchor across all milestone years. Applies to make_direct_reduced_iron.,1,1,1,1,1,1,Copied from the crude-steel role growth presets for the decomposition pilot; replace when child-role evidence is authored.
simple_role_growth_central__make_direct_reduced_iron,Simple role growth - central — make_direct_reduced_iron,Default built-in growth preset by role or service for fast exploration. Values are modest and intentionally generic. Applies to make_direct_reduced_iron.,1,1.020160641,1.040727734,1.061709473,1.083114216,1.104950494,Copied from the crude-steel role growth presets for the decomposition pilot; replace when child-role evidence is authored.
simple_role_growth_high__make_direct_reduced_iron,Simple role growth - high — make_direct_reduced_iron,A stronger demand-growth preset for sensitivity testing. Applies to make_direct_reduced_iron.,1,1.040645141,1.082942308,1.126958651,1.172764043,1.220431203,Copied from the crude-steel role growth presets for the decomposition pilot; replace when child-role evidence is authored.
simple_role_growth_low__make_direct_reduced_iron,Simple role growth - low — make_direct_reduced_iron,A conservative growth preset for quick configuration setup. Applies to make_direct_reduced_iron.,1,1,1,1,1,1,Copied from the crude-steel role growth presets for the decomposition pilot; replace when child-role evidence is authored.
flat_2025__melt_and_refine_dri_into_crude_steel,Flat from 2025 — melt_and_refine_dri_into_crude_steel,Keeps each service demand at its 2025 anchor across all milestone years. Applies to melt_and_refine_dri_into_crude_steel.,1,1,1,1,1,1,Copied from the crude-steel role growth presets for the decomposition pilot; replace when child-role evidence is authored.
simple_role_growth_central__melt_and_refine_dri_into_crude_steel,Simple role growth - central — melt_and_refine_dri_into_crude_steel,Default built-in growth preset by role or service for fast exploration. Values are modest and intentionally generic. Applies to melt_and_refine_dri_into_crude_steel.,1,1.020160641,1.040727734,1.061709473,1.083114216,1.104950494,Copied from the crude-steel role growth presets for the decomposition pilot; replace when child-role evidence is authored.
simple_role_growth_high__melt_and_refine_dri_into_crude_steel,Simple role growth - high — melt_and_refine_dri_into_crude_steel,A stronger demand-growth preset for sensitivity testing. Applies to melt_and_refine_dri_into_crude_steel.,1,1.040645141,1.082942308,1.126958651,1.172764043,1.220431203,Copied from the crude-steel role growth presets for the decomposition pilot; replace when child-role evidence is authored.
simple_role_growth_low__melt_and_refine_dri_into_crude_steel,Simple role growth - low — melt_and_refine_dri_into_crude_steel,A conservative growth preset for quick configuration setup. Applies to melt_and_refine_dri_into_crude_steel.,1,1,1,1,1,1,Copied from the crude-steel role growth presets for the decomposition pilot; replace when child-role evidence is authored.
flat_2025__supply_domestic_gas,Flat from 2025 - supply_domestic_gas,Keeps residual role supply_domestic_gas at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_central__supply_domestic_gas,simple role growth central - supply_domestic_gas,Keeps residual role supply_domestic_gas at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_high__supply_domestic_gas,simple role growth high - supply_domestic_gas,Keeps residual role supply_domestic_gas at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_low__supply_domestic_gas,simple role growth low - supply_domestic_gas,Keeps residual role supply_domestic_gas at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
