family_id,state_id,year,state_label,state_description,output_cost_per_unit,cost_basis_year,currency,cost_components_summary,input_commodities,input_coefficients,input_units,input_basis_notes,energy_emissions_by_pollutant,process_emissions_by_pollutant,emissions_units,emissions_boundary_notes,max_share,max_activity,min_share,rollout_limit_notes,availability_conditions,source_ids,assumption_ids,evidence_summary,derivation_method,confidence_rating,review_notes,candidate_expansion_pathway,times_or_vedalang_mapping_notes,would_expand_to_explicit_capacity?,would_expand_to_process_chain?,energy_co2e,process_co2e,state_stage_family,state_stage_rank,state_stage_code,state_sort_key,state_label_standardized,is_default_incumbent_2025,state_option_rank,state_option_code,state_option_label,balance_tuning_flag,balance_tuning_note,benchmark_balance_note
crude_steel,steel__crude_steel__bf_bof_conventional,2045,Conventional BF-BOF steel,"Conventional blast-furnace / basic-oxygen-furnace crude steel route using iron ore, coal and some gas, with small scrap input.",80,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""iron_ore"", ""coal"", ""natural_gas"", ""electricity"", ""scrap_steel""]","[1.57, 16.8, 0.8, 0.41, 0.15]","[""t/t_crude_steel"", ""GJ/t_crude_steel"", ""GJ/t_crude_steel"", ""MWh/t_crude_steel"", ""t/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 1.56}]","[{""pollutant"": ""CO2e"", ""value"": 0.26}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0.15,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S023"", ""S024"", ""S033"", ""S032""]","[""A002"", ""A003"", ""A009"", ""A014"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Low,Route intensity is consistent with conventional primary steel benchmarks rather than a plant-specific Australian reconciliation.,"Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,1.56,0.26,progression,10,incumbent,01_incumbent,Incumbent | bf bof conventional,TRUE,0,O0,O0 | bf bof conventional,FALSE,,"For 2025 benchmark commodity closure, BF-BOF coal is mapped 40% to final-energy coal and 60% to process_reductant_coal. Gross model input demand still retains 100% of the coal input for pricing and process representation."
crude_steel,steel__crude_steel__bf_bof_conventional,2050,Conventional BF-BOF steel,"Conventional blast-furnace / basic-oxygen-furnace crude steel route using iron ore, coal and some gas, with small scrap input.",80,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""iron_ore"", ""coal"", ""natural_gas"", ""electricity"", ""scrap_steel""]","[1.56, 16.5, 0.8, 0.4, 0.15]","[""t/t_crude_steel"", ""GJ/t_crude_steel"", ""GJ/t_crude_steel"", ""MWh/t_crude_steel"", ""t/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 1.53}]","[{""pollutant"": ""CO2e"", ""value"": 0.25}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0.05,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S023"", ""S024"", ""S033"", ""S032""]","[""A002"", ""A003"", ""A009"", ""A014"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Low,Route intensity is consistent with conventional primary steel benchmarks rather than a plant-specific Australian reconciliation.,"Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,1.53,0.25,progression,10,incumbent,01_incumbent,Incumbent | bf bof conventional,TRUE,0,O0,O0 | bf bof conventional,FALSE,,"For 2025 benchmark commodity closure, BF-BOF coal is mapped 40% to final-energy coal and 60% to process_reductant_coal. Gross model input demand still retains 100% of the coal input for pricing and process representation."
crude_steel,steel__crude_steel__h2_dri_electric,2025,Hydrogen DRI-electric steel,Near-zero primary steel archetype covering hydrogen direct reduced iron with electric melting/finishing (EAF or electric smelting family).,110,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""iron_ore"", ""hydrogen"", ""electricity"", ""scrap_steel""]","[1.55, 8.5, 1.2, 0.15]","[""t/t_crude_steel"", ""GJ/t_crude_steel"", ""MWh/t_crude_steel"", ""t/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 0.02}]","[{""pollutant"": ""CO2e"", ""value"": 0.08}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S023"", ""S024"", ""S009""]","[""A002"", ""A003"", ""A014"", ""A015"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Low,This is the main Australian near-zero primary-steel sensitivity state. Costs are especially sensitive to hydrogen and power price assumptions.,"Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,0.02,0.08,progression,40,ambition3,04_ambition3,Ambition 3 | h2 dri electric,FALSE,3,O3,O3 | h2 dri electric,FALSE,,
crude_steel,steel__crude_steel__h2_dri_electric,2030,Hydrogen DRI-electric steel,Near-zero primary steel archetype covering hydrogen direct reduced iron with electric melting/finishing (EAF or electric smelting family).,100,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""iron_ore"", ""hydrogen"", ""electricity"", ""scrap_steel""]","[1.53, 8.0, 1.15, 0.15]","[""t/t_crude_steel"", ""GJ/t_crude_steel"", ""MWh/t_crude_steel"", ""t/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 0.015}]","[{""pollutant"": ""CO2e"", ""value"": 0.07}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0.1,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S023"", ""S024"", ""S009""]","[""A002"", ""A003"", ""A014"", ""A015"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Low,This is the main Australian near-zero primary-steel sensitivity state. Costs are especially sensitive to hydrogen and power price assumptions.,"Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,0.015,0.07,progression,40,ambition3,04_ambition3,Ambition 3 | h2 dri electric,FALSE,3,O3,O3 | h2 dri electric,FALSE,,
crude_steel,steel__crude_steel__h2_dri_electric,2035,Hydrogen DRI-electric steel,Near-zero primary steel archetype covering hydrogen direct reduced iron with electric melting/finishing (EAF or electric smelting family).,92,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""iron_ore"", ""hydrogen"", ""electricity"", ""scrap_steel""]","[1.51, 7.5, 1.1, 0.15]","[""t/t_crude_steel"", ""GJ/t_crude_steel"", ""MWh/t_crude_steel"", ""t/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 0.01}]","[{""pollutant"": ""CO2e"", ""value"": 0.06}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0.25,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S023"", ""S024"", ""S009""]","[""A002"", ""A003"", ""A014"", ""A015"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Low,This is the main Australian near-zero primary-steel sensitivity state. Costs are especially sensitive to hydrogen and power price assumptions.,"Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,0.01,0.06,progression,40,ambition3,04_ambition3,Ambition 3 | h2 dri electric,FALSE,3,O3,O3 | h2 dri electric,FALSE,,
crude_steel,steel__crude_steel__h2_dri_electric,2040,Hydrogen DRI-electric steel,Near-zero primary steel archetype covering hydrogen direct reduced iron with electric melting/finishing (EAF or electric smelting family).,85,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""iron_ore"", ""hydrogen"", ""electricity"", ""scrap_steel""]","[1.49, 7.0, 1.05, 0.15]","[""t/t_crude_steel"", ""GJ/t_crude_steel"", ""MWh/t_crude_steel"", ""t/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 0.008}]","[{""pollutant"": ""CO2e"", ""value"": 0.05}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0.45,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S023"", ""S024"", ""S009""]","[""A002"", ""A003"", ""A014"", ""A015"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Low,This is the main Australian near-zero primary-steel sensitivity state. Costs are especially sensitive to hydrogen and power price assumptions.,"Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,0.008,0.05,progression,40,ambition3,04_ambition3,Ambition 3 | h2 dri electric,FALSE,3,O3,O3 | h2 dri electric,FALSE,,
crude_steel,steel__crude_steel__h2_dri_electric,2045,Hydrogen DRI-electric steel,Near-zero primary steel archetype covering hydrogen direct reduced iron with electric melting/finishing (EAF or electric smelting family).,80,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""iron_ore"", ""hydrogen"", ""electricity"", ""scrap_steel""]","[1.47, 6.6, 1.0, 0.15]","[""t/t_crude_steel"", ""GJ/t_crude_steel"", ""MWh/t_crude_steel"", ""t/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 0.006}]","[{""pollutant"": ""CO2e"", ""value"": 0.04}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0.7,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S023"", ""S024"", ""S009""]","[""A002"", ""A003"", ""A014"", ""A015"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Low,This is the main Australian near-zero primary-steel sensitivity state. Costs are especially sensitive to hydrogen and power price assumptions.,"Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,0.006,0.04,progression,40,ambition3,04_ambition3,Ambition 3 | h2 dri electric,FALSE,3,O3,O3 | h2 dri electric,FALSE,,
crude_steel,steel__crude_steel__h2_dri_electric,2050,Hydrogen DRI-electric steel,Near-zero primary steel archetype covering hydrogen direct reduced iron with electric melting/finishing (EAF or electric smelting family).,75,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""iron_ore"", ""hydrogen"", ""electricity"", ""scrap_steel""]","[1.45, 6.2, 0.95, 0.15]","[""t/t_crude_steel"", ""GJ/t_crude_steel"", ""MWh/t_crude_steel"", ""t/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 0.005}]","[{""pollutant"": ""CO2e"", ""value"": 0.03}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0.9,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S023"", ""S024"", ""S009""]","[""A002"", ""A003"", ""A014"", ""A015"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Low,This is the main Australian near-zero primary-steel sensitivity state. Costs are especially sensitive to hydrogen and power price assumptions.,"Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,0.005,0.03,progression,40,ambition3,04_ambition3,Ambition 3 | h2 dri electric,FALSE,3,O3,O3 | h2 dri electric,FALSE,,
crude_steel,steel__crude_steel__scrap_eaf,2025,Scrap EAF steel,Crude steel from high-scrap electric arc furnace route with modest auxiliary gas use.,65,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""scrap_steel"", ""electricity"", ""natural_gas""]","[1.05, 0.55, 0.4]","[""t/t_crude_steel"", ""MWh/t_crude_steel"", ""GJ/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 0.021}]","[{""pollutant"": ""CO2e"", ""value"": 0.05}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0.2,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S024""]","[""A002"", ""A003"", ""A014"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Medium,"Best-supported low-emissions steel state in Phase 1, but scrap availability limits its maximum national share.","Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,0.021,0.05,progression,20,ambition1,02_ambition1,Ambition 1 | scrap eaf,FALSE,1,O1,O1 | scrap eaf,FALSE,,
crude_steel,steel__crude_steel__scrap_eaf,2030,Scrap EAF steel,Crude steel from high-scrap electric arc furnace route with modest auxiliary gas use.,64,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""scrap_steel"", ""electricity"", ""natural_gas""]","[1.05, 0.53, 0.35]","[""t/t_crude_steel"", ""MWh/t_crude_steel"", ""GJ/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 0.018}]","[{""pollutant"": ""CO2e"", ""value"": 0.05}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0.22,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S024""]","[""A002"", ""A003"", ""A014"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Medium,"Best-supported low-emissions steel state in Phase 1, but scrap availability limits its maximum national share.","Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,0.018,0.05,progression,20,ambition1,02_ambition1,Ambition 1 | scrap eaf,FALSE,1,O1,O1 | scrap eaf,FALSE,,
crude_steel,steel__crude_steel__scrap_eaf,2035,Scrap EAF steel,Crude steel from high-scrap electric arc furnace route with modest auxiliary gas use.,63,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""scrap_steel"", ""electricity"", ""natural_gas""]","[1.05, 0.51, 0.3]","[""t/t_crude_steel"", ""MWh/t_crude_steel"", ""GJ/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 0.015}]","[{""pollutant"": ""CO2e"", ""value"": 0.04}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0.25,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S024""]","[""A002"", ""A003"", ""A014"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Medium,"Best-supported low-emissions steel state in Phase 1, but scrap availability limits its maximum national share.","Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,0.015,0.04,progression,20,ambition1,02_ambition1,Ambition 1 | scrap eaf,FALSE,1,O1,O1 | scrap eaf,FALSE,,
crude_steel,steel__crude_steel__scrap_eaf,2040,Scrap EAF steel,Crude steel from high-scrap electric arc furnace route with modest auxiliary gas use.,62,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""scrap_steel"", ""electricity"", ""natural_gas""]","[1.04, 0.49, 0.25]","[""t/t_crude_steel"", ""MWh/t_crude_steel"", ""GJ/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 0.012}]","[{""pollutant"": ""CO2e"", ""value"": 0.04}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0.28,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S024""]","[""A002"", ""A003"", ""A014"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Medium,"Best-supported low-emissions steel state in Phase 1, but scrap availability limits its maximum national share.","Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,0.012,0.04,progression,20,ambition1,02_ambition1,Ambition 1 | scrap eaf,FALSE,1,O1,O1 | scrap eaf,FALSE,,
crude_steel,steel__crude_steel__scrap_eaf,2045,Scrap EAF steel,Crude steel from high-scrap electric arc furnace route with modest auxiliary gas use.,61,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""scrap_steel"", ""electricity"", ""natural_gas""]","[1.04, 0.47, 0.2]","[""t/t_crude_steel"", ""MWh/t_crude_steel"", ""GJ/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 0.01}]","[{""pollutant"": ""CO2e"", ""value"": 0.03}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0.32,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S024""]","[""A002"", ""A003"", ""A014"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Medium,"Best-supported low-emissions steel state in Phase 1, but scrap availability limits its maximum national share.","Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,0.01,0.03,progression,20,ambition1,02_ambition1,Ambition 1 | scrap eaf,FALSE,1,O1,O1 | scrap eaf,FALSE,,
crude_steel,steel__crude_steel__scrap_eaf,2050,Scrap EAF steel,Crude steel from high-scrap electric arc furnace route with modest auxiliary gas use.,60,2024,AUD_2024,"Annualised process conversion cost excluding explicitly listed commodity feedstocks, fuels and sequestration service; carbon prices excluded.","[""scrap_steel"", ""electricity"", ""natural_gas""]","[1.03, 0.45, 0.15]","[""t/t_crude_steel"", ""MWh/t_crude_steel"", ""GJ/t_crude_steel""]",Direct material and energy inputs only. Auxiliary fluxes and minor alloying materials are omitted in Phase 1.,"[{""pollutant"": ""CO2e"", ""value"": 0.008}]","[{""pollutant"": ""CO2e"", ""value"": 0.03}]",tCO2e/t_crude_steel,Direct on-site route emissions only. Electricity-related emissions are excluded from end-use coefficients and should be represented through electricity-supply states if desired.,0.35,,,"Indicative upper-bound envelope only. Scrap availability, ore quality, hydrogen supply and plant replacement constraints are only partly represented.",Conventional and scrap routes are available from 2025; CCS and H2 primary routes are treated as material only from 2030 onward through their share caps.,"[""S022"", ""S024""]","[""A002"", ""A003"", ""A014"", ""A022"", ""A023""]","Built from Australian steel-transition studies plus IEA route benchmarks and industry context, with explicit low-confidence caveats for project-specific future routes.","Route archetype synthesis. Per-tonne energy and process emissions are benchmarked to conventional, CCS-enabled, scrap-EAF and H2-DRI route literature, then smoothed across milestone years.",Medium,"Best-supported low-emissions steel state in Phase 1, but scrap availability limits its maximum national share.","Split into explicit BF-coke sinter-hot metal-BOF chain; scrap-EAF chain; DRI shaft furnace + EAF or electric smelter chain; capture, compression and storage modules.","This sector should ultimately expand to explicit process chains with material balances, capture modules, and possibly capacity vintages.",TRUE,TRUE,0.008,0.03,progression,20,ambition1,02_ambition1,Ambition 1 | scrap eaf,FALSE,1,O1,O1 | scrap eaf,FALSE,,
